,Id,groupId,matchId,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc
1029754,48e8f9549b968b,97ef5b8aa7453b,2c1b32aee52fbe,1,0,10.69,0,0,0,77,1400,0,0,0.0,1379,squad-fpp,29,29,-1,0,165.9,0,0.0,0,0,533.8,3,1496,0.3214
1625150,52a9901a10246c,e95146ee72b0b8,a48472ef4489c4,0,0,200.0,2,0,0,81,0,0,0,0.0,1973,squad-fpp,24,24,1507,0,0.0,0,0.0,0,0,97.55,1,0,0.0435
1694290,f16f4d792b3636,d1a837bc1edc2a,23f4416f8f625f,0,0,0.0,0,0,0,90,1463,0,0,0.0,1430,squad,27,26,-1,0,0.0,0,0.0,0,0,0.0,0,1622,0.0
1483448,cad11abd969547,56e1a405f12504,b0529b4045efab,0,0,0.0,0,0,0,84,1015,0,0,0.0,1926,duo-fpp,49,49,-1,0,0.0,0,0.0,0,0,97.21,0,1484,0.1458
3993356,0dec3a9f8c7f36,ded88b8ee7a04f,5d2ab5aed68da7,0,0,2.732,0,0,0,67,1000,0,0,0.0,1294,duo-fpp,48,48,-1,0,726.8,0,0.0,0,0,456.5,3,1500,0.383
3770294,2c72dd9b7f6f0a,44a6ba7263c1d2,228ab885d80663,0,0,0.0,0,0,0,97,0,0,0,0.0,1385,solo-fpp,97,96,1517,0,0.0,0,0.0,0,0,3.252,1,0,0.0
3616826,1203bc8fd0876d,17403da742cc02,27c18c51458229,0,0,0.0,0,0,0,59,1208,0,0,0.0,1870,duo-fpp,48,47,-1,0,0.0,0,0.0,0,0,163.6,3,1499,0.5319
2577537,c551a61e1028ba,8ede349e481c94,227efd83a33ed7,0,0,49.14,0,0,0,73,0,0,0,0.0,1304,squad-fpp,32,31,1499,0,0.0,0,0.0,0,0,345.1,1,0,0.2903
2304385,a135487b3d32cb,b589956de7894a,5813baa82849c4,0,3,19.82,0,0,2,58,0,0,0,0.0,1868,squad,26,26,1571,0,126.0,0,0.0,0,0,2492.0,4,0,0.6
30041,204e88f256ed11,bd2cd73713def3,888cc668ff65e5,1,9,452.3,2,0,18,3,0,3,2,116.7,1853,squad-fpp,27,27,1563,0,8365.0,0,0.0,0,0,2723.0,5,0,0.8077
461488,6f6751c8ed4ad9,40ff9eea295638,2dd7a140775a61,0,0,163.8,2,1,0,8,1233,3,2,97.54,1789,squad-fpp,28,26,-1,2,0.0,0,0.0,0,0,2430.0,7,1510,0.6296
2106934,7e0febe017317c,2ccfb049e5fc9f,18dd43495802c8,1,4,197.8,0,0,1,11,1220,2,1,133.4,1880,duo-fpp,49,48,-1,0,4105.0,0,6.817,0,0,2801.0,7,1525,0.9583
3328678,55827d148c2a51,ab3b124ea50b6d,e6b6489a7dc0f9,0,2,0.0,0,0,1,47,0,0,0,0.0,1839,squad-fpp,30,30,1446,0,1101.0,0,59.25,0,0,3555.0,7,0,0.7586
519532,d5fb9f7a32dd47,4a9c5e0f9133ff,4bdadd93113077,0,3,21.96,0,0,1,45,0,0,0,0.0,2009,duo-fpp,47,46,1597,0,8390.0,0,0.0,0,0,1813.0,4,0,0.7391
2222257,b70b45f30670e3,c3d55ee06b249f,df98608c8a3d37,0,2,133.9,0,0,3,56,1390,0,0,0.0,1966,squad,27,25,-1,0,6706.0,0,0.0,0,0,2687.0,5,1553,0.4231
3482148,e97c6250ad90a5,84deaf008a660a,0cbe48624fdc0e,0,0,0.0,0,0,0,52,1369,0,0,0.0,1796,squad-fpp,29,28,-1,0,0.0,0,0.0,0,0,1213.0,4,1600,0.7143
2524478,cea43c9c15f820,be3378b6d36538,14dd9510cd4583,1,2,288.0,1,0,2,19,1578,2,2,5.259,1842,duo-fpp,47,46,-1,0,0.0,0,0.0,1,0,340.9,2,1533,0.3043
3438486,80852a0af72d3f,7e79d608d6af3c,28b24b95680cea,0,0,30.6,0,0,0,82,0,0,0,0.0,1201,solo-fpp,94,93,1672,0,0.0,0,0.0,0,0,72.04,0,0,0.1398
3406737,29fad235fe4f3c,a354ebae3a991e,a788bc6950860e,0,1,136.8,2,0,0,14,1483,2,1,7.854,1911,squad-fpp,31,30,-1,1,0.0,0,0.0,0,0,1680.0,3,1596,0.9
2951811,81426f5ef1f03b,c3db254d1bf6f8,4fccb771fabfb4,0,0,29.71,0,0,1,46,0,0,0,0.0,1863,squad-fpp,31,31,1494,0,786.4,0,0.0,0,0,2635.0,9,0,0.7667
4220310,ea1a1b03ac3d94,5de0c59de9216e,f9a865129a9791,0,0,0.0,1,0,0,84,0,0,0,0.0,1872,duo,49,48,1500,0,1497.0,0,0.0,1,0,112.0,0,0,0.1667
3340639,1dcc1ef1f58436,06981446a7906b,e7f9fda63b4201,0,0,0.0,0,0,0,65,1152,0,0,0.0,1367,duo,48,48,-1,0,0.0,0,122.7,0,0,849.2,6,1501,0.4894
675081,c6aa5f58f75b81,23f811845cf45d,e8fba1ad197cde,0,0,6.48,0,0,0,95,0,0,0,0.0,1875,duo,48,45,1471,0,0.0,0,0.0,0,0,9.716,0,0,0.0
1680768,b738df6f46abd3,7734c3653c1488,30d08a66c8a61b,0,0,0.0,0,0,0,86,0,0,0,0.0,1979,squad,29,27,1450,0,0.0,0,0.0,1,0,0.0,0,0,0.0
2812695,421060117a6ca8,fe9101c6b188cf,8bd0eb89c716e9,0,0,0.0,0,0,0,64,1296,0,0,0.0,1432,duo,50,47,-1,0,0.0,0,0.0,0,0,37.3,1,1459,0.449
2576375,196b7b844095b6,44c1c5cb93e6f9,39996e80e521a3,0,0,17.44,1,0,0,75,0,0,0,0.0,1359,duo-fpp,49,47,1500,0,0.0,0,0.0,0,0,119.9,3,0,0.2708
1920587,c634b132d07fd4,b7b58f814a72e2,1b6b1f0878c4eb,0,0,216.6,3,2,0,14,1589,3,2,18.23,1394,squad-fpp,28,28,-1,1,0.0,0,0.0,0,0,179.6,2,1519,0.0
2595653,fee3101672c222,fb2f5ac70161fc,4a7a80ffe7f3f4,0,0,157.0,2,0,0,12,1463,3,2,30.33,1378,squad-fpp,29,29,-1,0,0.0,0,0.0,0,0,113.1,2,1506,0.0714
1848671,f74ffff53cafc4,479367ad3d4848,945769a27cc0f0,0,0,0.0,0,0,0,82,0,0,0,0.0,1401,solo-fpp,97,96,1501,0,0.0,0,0.0,0,0,34.29,2,0,0.1667
2369231,1aa9352c3a104f,df427dbc0a1bc3,dd580529560f65,0,0,91.68,0,0,1,46,1434,0,0,0.0,1750,squad,30,29,-1,0,2237.0,0,0.0,0,0,4066.0,4,1517,0.7586
3856201,cd2e6f71211dbe,f42db310d29cb8,239162c32a27a5,0,0,100.0,1,0,0,45,0,1,1,12.16,1380,duo,50,46,1475,0,0.0,0,0.0,0,0,27.13,1,0,0.0408
1972805,6b7fdaec75aade,5ecee3770020ef,ae91519da52d0d,1,0,137.4,1,0,0,82,1526,0,0,0.0,1339,squad-fpp,30,30,-1,2,0.0,0,0.0,0,0,107.4,3,1555,0.1724
3543438,a7fab98ef24714,4df68c423fe42b,79611ed9b57987,0,1,216.7,1,1,8,12,1377,2,1,277.1,1920,squad-fpp,27,26,-1,0,0.0,0,0.0,0,0,4389.0,5,1507,0.8462
2077454,3b9f519b51bff8,8c2a11691c48ea,cf68f99a6d40fe,0,1,26.89,1,1,0,21,0,1,1,34.61,1297,squad-fpp,28,27,1503,0,0.0,0,0.0,0,0,3552.0,6,0,0.963
1219124,09d64d8ecb2299,bc087b4568acf9,366e838b8676ea,0,0,26.33,0,0,0,66,0,0,0,0.0,1844,squad,28,25,1373,0,0.0,0,0.0,0,0,314.5,3,0,0.2963
1879868,7737eb004fe6c8,568458f4fd030a,44ceaae07fad03,1,4,99.33,0,0,4,38,0,0,0,0.0,1843,squad-fpp,26,23,1779,0,7929.0,0,0.0,0,0,3567.0,5,0,1.0
859315,f22cf2c1ced406,445de956dcfcfd,ede59fe8374473,0,0,0.0,0,0,0,93,987,0,0,0.0,1873,squad-fpp,28,27,-1,1,0.0,0,0.0,0,0,351.1,1,1422,0.037
4224025,d78297927aa598,7fd4a2cc56469a,e4b85e3eff53c1,0,2,210.2,1,0,1,18,0,2,1,19.07,1342,squad-fpp,27,25,1368,1,0.0,0,0.0,0,0,1884.0,2,0,0.7308
3375354,4c0650af559484,00fc588fc8eb6c,d36729802b8499,0,0,0.0,0,0,0,60,0,0,0,0.0,1365,solo-fpp,97,95,1490,0,0.0,0,0.0,0,0,521.9,3,0,0.5208
398915,fa7b69689559ab,0f20b990b4e4bf,9667696ab88369,1,1,261.6,0,0,0,19,0,2,1,93.59,1810,squad-fpp,26,26,1425,0,0.0,0,0.0,0,0,1224.0,10,0,0.48
1375647,be2f0f105406fd,0f9e812e2fc938,e94d03219e208b,0,0,145.7,0,0,0,29,0,1,1,8.115,1362,duo,46,45,1507,0,0.0,0,0.0,0,0,877.9,4,0,0.4667
656404,ece4127e5ab973,ddf89623d86eee,7dfa281e28c597,0,0,14.04,0,0,0,71,1331,0,0,0.0,1268,squad-fpp,29,28,-1,0,0.0,0,0.0,0,0,240.9,3,1446,0.25
190017,1dd650f6500c0b,3b32658ab17eb3,0a154e678e60c7,0,0,54.18,0,0,0,89,0,0,0,0.0,1372,duo-fpp,49,46,1516,0,0.0,0,0.0,0,0,56.11,2,0,0.0208
1169207,d7cd318d776856,69d1d6f9aeec01,22e94e6a0f6c55,0,1,195.8,1,0,1,44,0,1,1,22.86,2131,squad-fpp,29,28,1479,0,0.0,0,0.0,0,0,103.5,2,0,0.0714
927707,aba742e0be976f,6cea2f592e61d6,5e250eeaa08513,0,0,0.0,0,0,0,86,0,0,0,0.0,1318,squad-fpp,26,26,1391,0,0.0,0,0.0,0,0,17.04,1,0,0.04
2660189,5aaaae21f7adc4,0828179ad44e8c,3e8c45653d573b,0,0,105.6,0,0,0,31,1332,1,1,48.86,1915,solo,99,94,0,0,1357.0,0,0.0,0,0,1248.0,4,1595,0.398
2766792,3e7d33bea152c0,53a4ea574f6cf8,58a15722e8f879,0,0,0.0,0,0,0,71,0,0,0,0.0,1790,solo-fpp,95,92,1500,0,0.0,0,0.0,0,0,897.3,2,0,0.2766
2789239,9aaf26b1a81b24,c9ce6da9130d8b,8d03b0e7602c7f,0,0,37.4,0,0,0,77,0,0,0,0.0,1333,squad-fpp,29,29,1510,0,0.0,0,0.0,0,0,142.8,2,0,0.1429
1022419,723bae0523be44,b441b06eb78d10,b2cdb686346448,0,0,0.0,0,0,0,41,0,0,0,0.0,1947,squad-fpp,27,27,1440,0,2751.0,0,317.2,0,0,2944.0,8,0,0.8462
12009,2b7517f8826dd9,94ce0d0703da9f,28e508058b132a,0,1,112.7,0,0,0,60,0,0,0,0.0,1827,squad-fpp,30,29,1502,0,3633.0,0,0.0,0,0,1302.0,1,0,0.3793
358492,2313207cb8a620,e2009fc0f4c2d2,9fb0795d372df8,0,0,303.0,2,0,8,21,0,2,1,13.93,1871,squad-fpp,28,28,1499,0,0.0,0,0.0,0,0,724.6,4,0,0.1481
1958290,fcb3e12da4ee8b,f479219daf3368,ac49da425da3d9,0,0,0.0,0,0,0,89,0,0,0,0.0,1843,solo,99,95,1495,0,6.12,0,0.0,0,0,199.6,1,0,0.0918
1643459,8e4edc1d76ae96,34be3eb06b2224,f1d758cc37755f,0,3,381.2,2,1,0,6,1404,4,1,54.88,1406,squad-fpp,29,28,-1,2,0.0,0,0.0,0,0,2607.0,2,1501,0.5357
35045,c7b08ee8719b6c,40326b895c0b14,ec96a5f2989096,0,3,200.0,2,0,9,29,0,1,1,8.593,1370,squad-fpp,31,31,1459,0,0.0,0,0.0,0,0,2602.0,8,0,0.8667
368272,e31b81ee13dae5,4bf8c2af31d7f8,bb478b5fa00ccd,0,0,200.0,1,1,0,21,0,2,2,33.86,1399,duo,49,48,1437,1,0.0,0,0.0,0,0,267.9,5,0,0.4375
848359,9290f07a7fbf31,5c0dd5822ba471,1e79c58134928f,0,0,0.0,0,0,0,67,1015,0,0,0.0,1904,solo,95,90,-1,0,0.0,0,0.0,0,0,1271.0,4,1465,0.3511
2574092,13073f60d964fa,c1fb0c1f082988,d716b25cc4027e,0,1,100.0,0,0,1,28,0,1,1,0.0,1841,squad-fpp,29,29,1500,0,0.0,0,0.0,0,0,140.5,1,0,0.7143
2016124,273b17e3c545e0,ab01fc7410e73f,fc888cb13fa44e,1,0,88.15,1,0,0,37,0,1,1,14.54,1320,squad-fpp,29,26,1339,0,0.0,0,0.0,0,0,191.4,1,0,0.1071
1407608,b7af61c400fe42,68d52eec91eb73,bbac2987e5d5b4,0,2,311.7,0,1,0,11,0,2,1,20.62,1379,solo-fpp,99,99,1500,0,0.0,0,0.0,0,0,1493.0,3,0,0.9082
3783679,612c712580b90c,13881a45f81473,f44c7500c941ce,0,0,47.6,0,0,0,85,0,0,0,0.0,1399,squad-fpp,29,29,1436,0,0.0,0,0.0,0,0,105.5,2,0,0.1786
3636249,3ec04d5e07cfb1,7fb36d67765588,114424b210bad9,0,0,287.1,1,0,1,18,1167,2,2,11.82,1262,duo-fpp,46,45,-1,0,0.0,0,0.0,0,0,244.7,2,1531,0.5333
2556017,33b71c7df07443,4d0cd48f4913e4,449c4a649716c8,0,0,98.28,0,0,0,86,904,0,0,0.0,1444,squad,28,26,0,0,0.0,0,0.0,0,0,27.95,1,1428,0.037
3295429,89817e57bba333,cc55febf6ed271,70e538e6ea5ff9,0,0,100.0,0,1,0,34,0,1,1,43.98,1348,duo-fpp,50,48,1487,0,0.0,0,0.0,0,0,464.4,2,0,0.5102
3298822,f8c3d1e73e1dc8,a6f2f42ca64a61,605a01c8fcd907,0,0,24.3,0,0,0,86,1087,0,0,0.0,1735,squad-fpp,29,27,-1,0,0.0,0,0.0,0,0,77.51,3,1503,0.1071
1345777,acc6d9ea8602f2,c172221a8ade8b,c9a73ed6a65ff5,2,5,524.7,2,2,3,7,1451,4,2,14.76,1413,duo-fpp,50,49,-1,1,0.0,0,0.0,0,0,2125.0,5,1498,0.7755
26351,8799ccf8e6db55,351d5f07072243,6e099b138b48fe,2,3,526.9,2,0,3,20,0,1,1,69.96,1937,normal-squad-fpp,16,16,1500,0,2605.0,0,0.0,0,0,1578.0,5,0,0.6
2153177,684461fce2ba09,e2a72833fdc1e1,86d9a30df97c80,0,1,51.48,0,0,0,72,0,0,0,0.0,1973,duo-fpp,48,46,1586,0,0.0,0,0.0,0,0,244.6,3,0,0.234
3599979,231efe69b86d6e,1e508e2bd7385e,60fd4f6cae022c,0,0,143.0,1,1,0,32,0,1,1,13.64,1318,squad-fpp,27,25,1403,0,0.0,0,0.0,0,0,27.73,1,0,0.1923
1057950,d02580c3edce8c,576b9117f42560,2bc3329499b3ca,0,1,193.6,1,0,0,50,1097,0,0,0.0,1405,duo-fpp,49,46,-1,0,1738.0,0,12.32,0,1,1446.0,8,1479,0.8333
3268207,2672cb2351ebdb,4dd3b026831dd2,1d8a79a1cbcfae,1,0,88.07,1,1,0,37,1357,1,1,10.39,1344,squad-fpp,28,28,-1,1,0.0,0,0.0,0,0,290.9,2,1464,0.3333
3695704,7c3a12f72b0b1b,beb72b47fde9c9,33c6328bb6ebc9,0,0,64.44,0,0,0,92,1342,0,0,0.0,1461,squad-fpp,28,27,-1,0,0.0,0,0.0,0,0,0.0,0,1472,0.037
3579459,332c274f96be79,bb20ae8bd4e020,f39b8985a0acac,1,1,54.18,0,0,0,56,0,0,0,0.0,1658,squad-fpp,28,28,1535,0,0.0,0,0.0,0,0,1679.0,5,0,0.5185
1661301,ab46c02588af37,c33555e613e25b,23f24b00e6b4f4,0,0,220.5,2,0,0,83,994,0,0,0.0,1827,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,314.2,2,1491,0.1111
3755705,fdd5f37036f493,fbd08c1fb6f97e,0e1b1c92cbd452,0,8,833.2,0,2,6,1,1729,7,1,139.4,1897,solo-fpp,98,95,-1,0,4493.0,0,0.0,0,0,2498.0,7,1590,0.9588
713134,f20caa1f8cf915,021824d85fce63,9200ee596beea8,0,1,156.5,3,0,1,15,0,2,1,34.3,1349,duo-fpp,48,48,1591,0,0.0,0,0.0,0,0,1553.0,4,0,0.7447
770449,501270131821ed,b301de50b3fa7e,e8aff12302f192,0,0,0.0,0,0,0,72,0,0,0,0.0,1380,squad,28,28,1476,0,0.0,0,0.0,0,0,399.7,2,0,0.1852
4102261,7a0e93d60e3e4b,fdf85426a1ceef,a1a1cce9dabcc2,0,1,100.0,0,0,0,23,1079,1,1,7.464,1436,solo,69,63,-1,0,0.0,0,0.0,0,0,554.1,6,1499,0.7059
1154523,52e01cf9ca0583,6dfbaa897caf70,73b5e7116e1f19,0,0,74.88,0,0,4,71,0,0,0,0.0,1382,squad-fpp,27,25,1500,0,0.0,0,0.0,0,0,284.3,3,0,0.3077
2521457,0580a389d80ff1,618059accbbbfa,b637717563d19a,0,0,0.0,0,0,1,69,0,0,0,0.0,1279,squad-fpp,30,30,1420,0,0.0,0,0.0,0,0,297.0,2,0,0.3448
4335706,17977bbd7e3a73,781b08ed87317c,8e57c070c4fa26,0,0,0.0,0,0,0,77,0,0,0,0.0,1892,solo-fpp,96,88,1468,0,0.0,0,0.0,0,0,100.9,1,0,0.1789
632701,aff72a0542891d,dabdafc38e0931,f63abc24915fc8,0,0,182.5,0,0,0,36,1000,1,1,46.65,1336,squad-fpp,30,30,-1,0,0.0,0,0.0,0,0,871.1,4,1500,0.5172
2707806,53479638b11cf9,5be670c54904ea,f4010117e1eb9e,0,1,328.4,1,0,2,17,0,2,2,18.71,1461,duo,50,50,1595,0,0.0,0,0.0,0,0,1295.0,3,0,0.5306
1698339,2a215adf863f93,d5487ce3342169,cb7db82749d9e7,0,0,109.3,2,0,0,13,0,2,1,25.47,1400,squad-fpp,26,25,1421,0,0.0,0,0.0,0,0,236.2,1,0,0.36
4053813,6213b7092a472e,8d02186203c85b,c841bbe9feefc3,0,2,0.0,0,0,1,52,0,0,0,0.0,1295,solo-fpp,95,92,1508,0,1464.0,0,0.0,0,0,1116.0,9,0,0.6596
2610166,b51f1efe0aef28,7b84a89c71c11c,0dd7e9df5677f0,1,1,499.6,3,0,0,7,0,4,2,40.9,1352,duo-fpp,47,47,1431,1,0.0,0,0.0,0,0,479.8,5,0,0.5
1373681,d5af0c1eeef2e9,70c8bdb9f81694,eac67350ff1183,0,0,0.0,0,0,0,86,0,0,0,0.0,1806,squad-fpp,29,27,1264,0,0.0,0,0.0,0,0,123.2,1,0,0.0357
4086842,d4d815d9773509,7d48ba7dad2cca,40573c8c4b3bb7,1,1,757.0,6,2,1,4,0,6,4,63.2,1941,squad-fpp,27,27,1479,0,128.3,0,0.0,0,0,968.8,5,0,0.4615
4221277,92b3e4bb7309f0,05cd768a66bd30,16abf3c87b67e2,0,3,0.0,0,0,13,54,0,0,0,0.0,1807,squad,30,29,1430,1,2545.0,0,0.0,0,0,1111.0,8,0,0.5172
3673069,f275c97effadf0,07a7a93b3f07ed,61bc7040aeb9b7,0,0,50.62,0,0,0,83,0,0,0,0.0,1921,squad,28,28,1476,0,0.0,0,0.0,0,0,323.6,3,0,0.0741
1153179,5b4a91945f3ba5,c333e6b3004ccc,1c45851245e14d,0,0,100.0,0,0,0,47,1199,1,1,21.93,1529,solo-fpp,96,95,-1,0,0.0,0,0.0,0,0,27.87,2,1482,0.0526
1457350,be7ff4f2456027,123b3861d79d95,f6a52e60edfd01,0,0,43.0,0,0,0,87,1186,0,0,0.0,1935,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,92.51,3,1533,0.1111
920298,8394b85b09fd39,2fd3573779cf2a,fe5af8032fd8be,0,4,519.8,4,2,1,4,1683,5,2,161.8,1821,squad-fpp,29,29,-1,0,3854.0,0,0.0,0,0,3669.0,7,1591,0.9643
3105957,d6760487febc00,4bc0c5c60ce4d0,33cabd3b370c27,0,0,11.75,0,0,0,71,1219,0,0,0.0,1984,squad-fpp,29,28,-1,0,0.0,0,0.0,0,0,130.1,1,1550,0.1429
4356427,169c6107d135d5,12f4811557497a,7de44ff4517471,0,0,0.0,0,0,0,43,1000,0,0,0.0,1551,duo-fpp,49,46,0,0,2461.0,0,0.0,0,0,1703.0,8,1500,0.8125
1342704,8beb0066ffa53d,d9c4df7c408074,a12324bcf81d2e,0,0,0.0,0,0,0,90,1292,0,0,0.0,1357,squad-fpp,29,28,-1,0,0.0,0,0.0,0,0,0.0,1,1442,0.0
3272947,e8e668dd84f131,fa6fd8556cae71,a798392abb3562,0,2,0.0,0,0,2,54,0,0,0,0.0,1376,squad-fpp,27,25,1487,0,999.9,0,0.0,0,0,1251.0,4,0,0.6154
2919221,5a436a216f704e,9b16ce221bcf4e,1f5ebbd694c6a2,0,0,86.4,0,0,0,73,1000,0,0,0.0,1790,solo,91,81,-1,0,0.0,0,0.0,0,0,132.2,1,1500,0.1111
557488,ae1de8eabb5340,8c74350f6beb41,ff4ccb8bedeac1,0,3,123.4,1,0,4,29,0,1,1,9.396,1982,squad,29,28,1499,0,0.0,0,0.0,0,0,2213.0,12,0,0.5
1470035,07a45d52c8e08a,8f935ebfdbd065,42cd61d667bd14,0,0,191.6,1,0,0,89,1406,0,0,0.0,1321,squad-fpp,27,26,-1,0,0.0,0,0.0,0,0,46.76,1,1565,0.0385
1640524,d982a849fd177d,f60d6808138fe3,e7b7122954e2a6,0,3,556.0,2,1,3,8,1433,4,1,25.13,1361,duo-fpp,49,47,-1,1,0.0,0,0.0,0,0,2389.0,2,1476,0.7708
3114239,eac0920b1f29cc,90fc10c2355806,9ee9a62baf00ac,0,0,100.0,0,0,0,44,1159,1,1,15.27,1378,solo-fpp,99,97,-1,0,0.0,0,0.0,0,0,71.42,4,1460,0.1939
4094047,60c93b5d9e2eba,1ec2ece417195c,7c0ae25968ab1e,0,3,169.0,0,0,2,20,0,1,1,22.58,1360,squad,26,26,1447,0,0.0,0,0.0,0,0,2544.0,4,0,0.96
3179579,bc917f0745da03,2ef416588e7ae3,0a35c16643ad79,0,0,90.42,0,0,0,83,0,0,0,0.0,1350,squad,28,27,1483,0,0.0,0,0.0,0,0,37.0,1,0,0.0741
1830389,ab0c40a705f3c9,9e94c2d4efde35,1e0338e73b66a3,0,4,300.0,0,0,3,5,0,3,1,45.21,1397,solo-fpp,93,93,1640,0,0.0026,0,11.17,0,0,7500.0,6,0,0.9348
3939487,c40ca9ef2192f9,65255993ccf624,911c1df1c9133b,0,1,94.21,1,1,1,29,1680,1,1,71.63,1412,duo-fpp,49,47,-1,0,2049.0,0,4.229,0,0,1372.0,3,1657,0.7292
4059004,dcea27892aec81,39d3867f029bdd,0ec70e53816b5e,0,0,100.0,1,0,0,40,1231,1,1,3.529,1329,duo-fpp,50,49,-1,0,0.0,0,0.0,0,0,101.4,3,1502,0.2245
4110860,6132d40817a5b4,e8e9575123dbfb,0a79ae3749fbdc,0,0,78.96,0,0,0,88,0,0,0,0.0,1463,duo,49,47,1510,0,0.0,0,0.0,0,0,41.8,1,0,0.0625
4339804,e0de083ce0f352,c5be05bf64aba5,7f5ad2026f3f70,0,0,143.9,1,1,0,30,1400,1,1,85.17,1340,squad-fpp,28,28,-1,1,0.0,0,0.0,0,0,2066.0,4,1531,0.7037
58749,b4ad5c5d3d2510,bbd732e9179719,e6e8ccf91ae240,0,0,0.0,0,0,0,86,0,0,0,0.0,1392,squad-fpp,27,25,1448,0,0.0,0,0.0,0,0,80.92,1,0,0.1154
3894579,b8df2466971586,a0f7adecabb235,85a9d1927d388f,0,1,110.0,1,0,1,19,0,2,2,22.49,1889,squad-fpp,30,29,1490,0,0.0,0,0.0,0,0,218.6,5,0,0.1724
129585,30d154bfa9d9d6,f7ee14f693220f,23defb57a2c046,0,2,277.7,0,0,1,21,1063,2,1,60.61,1429,solo-fpp,98,98,-1,0,0.0,0,0.0,0,0,550.8,7,1470,0.5773
200008,bd95bb282b1bda,489ec6fe5ad273,018f044f465cc7,1,1,113.1,1,0,1,14,0,2,1,185.2,1949,duo-fpp,48,44,1527,0,1442.0,0,23.97,1,1,6827.0,7,0,0.766
4082729,f1de1b58bb1b9a,e5ff33480e401c,eeb77aadae70ce,0,0,402.9,4,1,0,21,1636,2,1,122.0,1955,squad-fpp,30,26,-1,0,0.0,0,0.0,0,0,96.33,2,1538,0.069
3436264,0848b9956a68da,c4ef79280aef8d,45c8743e5427d6,0,0,38.7,0,0,0,68,0,0,0,0.0,1867,duo-fpp,50,49,1563,0,0.0,0,0.0,0,0,942.5,3,0,0.3469
2383371,7229fc2d04adc4,36fd010edf0d1a,84d9e2846039d1,0,3,688.6,5,0,3,6,0,3,1,132.7,1889,squad-fpp,30,30,1462,0,3172.0,0,0.0,0,0,2898.0,4,0,0.931
994819,c4b346b5562afa,1286e0f0be03fd,cc5750452fb206,0,4,0.0,0,0,2,52,1208,0,0,0.0,1306,duo-fpp,50,49,-1,0,0.0,0,52.63,0,0,2952.0,5,1525,0.7755
1496283,64864dea21a2b6,a7903eeac07d48,4fd42e11be6cd4,0,0,0.0,0,0,0,69,0,0,0,0.0,1360,duo-fpp,49,49,1537,0,0.0,0,0.0,0,0,390.0,2,0,0.3125
3404955,ec5859d17103dc,9ee04000a9b58f,f43d6df11df949,1,0,161.7,2,0,1,28,0,1,1,80.28,1406,duo-fpp,49,49,1510,0,0.0,0,0.0,0,0,805.5,3,0,0.75
1392783,9f3d37b7193b5b,54c7687ae69cdd,a7e70ca8d5d0dd,2,3,263.5,0,0,5,23,0,1,1,54.34,1229,squad-fpp,30,28,1443,0,0.0,0,0.0,0,1,2820.0,5,0,0.8966
622308,c272ce2ede062d,12ba444ee80520,5c0dcd47d22a38,0,0,0.0,0,0,0,92,0,0,0,0.0,1772,squad-fpp,28,26,1405,0,0.0,0,0.0,1,0,0.0,0,0,0.0
2961607,c6de5ad7ef6a43,398898b485b08a,5c95829c85f5e5,0,0,100.0,1,0,0,25,1248,1,1,57.21,1321,duo-fpp,36,36,-1,1,0.0,0,0.0,0,0,733.5,3,1456,0.3429
4223411,56caeec8676a6c,2274ee69df4b99,e2352ecbc4d4cc,0,0,73.85,0,0,0,60,0,0,0,0.0,1430,solo,98,94,1462,0,0.0,0,0.0,0,0,818.2,2,0,0.4639
3180257,29cee525dc6167,d549af33427d34,544a8d1058183e,0,0,112.3,1,0,0,78,1015,0,0,0.0,1379,squad-fpp,29,29,-1,0,0.0,0,0.0,0,0,119.3,1,1507,0.25
1373000,d2c7a0cc219f3f,0a59ce6b8b117c,f058fa2aeca04b,1,6,515.6,3,1,9,2,0,6,1,52.01,1388,duo-fpp,44,43,1597,3,0.0,0,0.7216,0,0,3080.0,3,0,0.9767
1273223,4fa33e4b0fd6d0,dde4d6e03641f5,1bc09da2dd8969,0,1,104.0,1,0,1,25,0,1,1,57.9,1898,squad-fpp,32,30,1506,1,0.0,0,0.0,0,0,638.0,4,0,1.0
1122599,63cf2acbfa400e,de5ece6c2e7a13,423c77f4a8f8ca,0,0,0.0,0,0,0,87,0,0,0,0.0,1268,duo-fpp,49,48,1479,0,0.0,0,0.0,0,0,51.27,1,0,0.0833
4246204,88f968832b4a42,021213312b2b7c,d857bea4f376d7,0,5,41.92,0,0,4,41,1237,0,0,0.0,1918,duo-fpp,44,44,-1,0,2422.0,0,54.27,0,0,3510.0,4,1577,0.8605
1046151,bca0efb3d2e858,794bf74d2d486b,4038622e345757,0,0,0.0,0,0,0,74,993,0,0,0.0,1976,solo-fpp,96,95,-1,0,0.0,0,0.0,0,0,100.3,2,1489,0.3368
